author,career_length,paper_year
Filippo Menczer,22,15
Ying-Jie Tian,17,7
Vojislav B Mišić,33,24
Alexandra  I Cristea,18,7
Yaochu Jin (金耀初）,24,14
Otmar Hilliges,11,8
jens krause,22,10
Joseph Lai,34,25
David Budgen,28,18
Ronald L. Rivest,42,29
Daniel Weitzner,21,13
Liu Hsu,37,22
Eitan Grinspun,15,4
Lazaros Merakos,31,22
Stéphane Lafortune,30,24
Ashwin Machanavajjhala,8,1
HR Tizhoosh,19,13
Brian Gallagher,11,3
Hideyuki Takagi,33,20
Daniel Menasce,37,31
Kuldip Paliwal,35,14
Bernard Fortz,18,4
Paolo Ribeca,11,9
Dwaine Clarke,10,1
Nilanjan Sarkar,23,3
lixin Gao,32,19
Adi L. Tarca,9,2
Ishfaq Ahmad,23,9
Dani Lischinski,22,10
Oscar Au,23,10
Miguel Angel Sotelo,17,9
Julia Hirschberg,32,8
Martin Renqiang Min,9,7
Rong Jin,28,20
Walter Daelemans,27,16
Fabio Fagnani,27,20
Michael L. Overton,39,23
Prem Kalra,26,4
Janine Aronson,29,25
Bryan Ford,21,12
Landon Cox,16,16
Marcus Magnor,16,5
Roberto Giacobazzi,25,11
Steve Sawyer,20,7
Peter Axel Nielsen,33,18
a ben tal,42,29
Örjan Ekeberg,30,12
Ki-Woong Park,35,22
Alexander Shapiro,31,18
Yi Hu,13,7
Michael Vannier,35,18
Christos Ouzounis,28,16
Arturo Chiti,22,18
Jonas S Almeida,28,17
Rosa *A,49,1
Dmitry Goldgof,26,8
Seth Teller,24,14
Hao Wang,7,2
Jung Kim,35,21
Ka Yee Yeung,15,2
Joseph Leung,38,5
Hui Lei,20,2
Shucheng Yu,14,10
Alexander Tuzhilin,29,20
Sachin Katti,11,3
Paul Cairns,19,9
Yu Wang (王昱),14,7
Maryam Alavi,36,23
Alan T. Sherman,32,22
Julian Bunn,33,30
Gautam Ahuja,18,5
Richard J Adams,32,24
Eilon Sharon,10,1
James R Larus,43,25
Atro Voutilainen,22,5
Matthias Felleisen,35,15
James Allan,23,7
John R. Gilbert,39,24
Pierre Hellier,14,10
Emil Lupu,19,6
Arnaud Céol,10,3
Kenneth O. Stanley,16,4
Christian Jutten,29,6
Roberto Perdisci,9,3
Richard Ryan Williams,14,4
Yufeng Zheng,37,26
Thushara Abhayapala,23,10
Ramon E. Moore,50,7
seth hutchinson,28,10
Xiaodong Cai,17,8
YEN Gary G,23,13
Orna Kupferman,21,9
Steven L. Grant (AKA, Steven L. Gay),29,15
I. Budak Arpinar,18,12
Yi Zhang,34,20
Lan Wang,16,8
Palash Sarkar,19,5
Jacques Corbeil,23,3
Wei Ren,12,3
Giacomo Morabito,16,12
Martin Hyland,39,25
J. Andrew Bagnell,18,11
Wijnand IJsselsteijn,17,12
ajay mehra,18,13
Donald Firesmith,28,18
Mo Li,8,1
Glenn Gulak,31,12
Yunghsiang Han,23,14
Qing Li,35,18
Jeffrey D. Parvin, MD, PhD,31,6
David Easley,36,9
Priya Mahadevan,12,0
Bernhard Rumpe,20,13
Zhuowen Tu,15,3
Véronique Cortier,15,7
Ashok Kumar  D,41,37
Wei Zhao,33,10
Hassan Gomaa,37,19
N Polson,26,14
Michalis Faloutsos,18,4
Raanan Fattal,13,1
Haralambos Sarimveis,22,17
Emily M. Bender,18,3
Desney Tan,12,9
Eric de Sturler,22,10
A. Chockalingam,23,8
Terry R. Payne,20,8
Jang-Ping Sheu,26,15
Václav Rajlich,42,29
Pierre L'Ecuyer,32,6
Tulika Mitra,17,11
Benoit Vallet,25,15
David John Lary,23,5
Laureate Professor Qing-Long Han,24,14
W. Bruce Croft,39,23
Suresh Chandra Mehrotra,38,18
Guillermo Sapiro,33,16
Jeffrey S. Rosenschein,32,12
Michael Hanus,30,10
Ken Perlin,29,0
 ABM Shawkat Ali,40,32
Joshua C. Denny,14,10
Cornelia Fermuller,23,18
Simon Holland,30,10
Nagiza Samatova,14,6
Peter Sturm,18,2
Joanne M. Atlee,24,8
JKUdupa,35,17
Lawrence K Saul,20,6
Valeri Makarov,33,19
Tai Sing Lee,31,12
Chang Huang,11,2
Julian Miller,27,13
Yang Liu,33,14
Anirban Mahanti,16,8
Loris Nanni,11,2
HyungSeok KIM,36,20
Haiyong Xie,32,26
Lubomir Bourdev,17,12
Jim Ostrowski,19,9
Ioannis Katakis,9,3
asperti,28,4
Mikhail Y. Kovalyov,28,22
Jeffrey S. Morris,23,13
Lior Wolf,14,7
Lei Xu,29,7
Daniel Cremers,16,8
James Bailey,19,14
Jean Vanderdonckt,20,10
Thom Frühwirth,26,10
Ismail Avcibas,13,2
Olaf Ronneberger,19,17
Bruce E. Shapiro,25,15
Pablo Artal,27,15
Paul Seymour, PD Seymour, Paul D. Seymour,41,13
Kiyoharu Aizawa,28,3
Paolo Faraboschi,24,10
Curtis Rueden,14,13
Krishna Palem,29,12
Ton Kalker,27,16
Naftaly Minsky,41,28
Alexander Gelbukh,25,17
Ninghui Li,14,8
Falk Schreiber,17,12
Dr. Fei Tao,11,7
Cem Ersoy,22,14
Robert Bell,48,43
Steve Seitz,23,15
Tanzeem Choudhury,15,11
Erik Aurell,28,4
Qingfu Zhang,34,27
Michael Jerosch-Herold,26,8
wei lu,37,12
Tamas Terlaky,31,14
Martin Reczko,21,0
Professor Graham Kendall,32,21
Colin Hansen,38,33
Yoshinobu Sato,24,8
Timur Friedman,17,8
Evangelos Kranakis,30,15
Antonia Bertolino,27,20
Angelia Nedich,20,9
Enrique Alba,21,9
Paul HJ Kelly,28,6
Josep Torrellas,25,10
Vojislav Kecman,25,13
Viktor Kuncak,14,8
Daniel Kroening,15,5
Paola Grosso,18,6
William H. Press,27,21
Jonathan Walpole,27,12
Mathieu Fauvel,9,4
Edgar Gabriel,17,8
John M. Carroll,42,28
Matthias Klusch,23,11
Barbara G. Ryder,45,23
Dan Knights,19,15
Xiaoou Tang,30,27
José Hernández-Orallo,37,27
Simon Baker,18,9
Min Sik Kim,37,30
Christian Igel,17,10
Shengnan Chen,38,17
Ivan Bratko,40,27
Markku Juntti,20,6
Sofia Pinto,16,6
Dan Cosley,13,4
Ramakanth Kumar P.,39,28
Hilmar Lapp,15,5
Hilmar Lapp,15,5
Luca F. Pavarino,24,14
Yves Deville,28,6
Stefan Schulz,18,5
Winter Mason,14,11
Richard D De Veaux,38,18
Shiyong Lu (吕世勇）,31,25
Denis Trystram,32,12
Curt H. Davis,24,18
Soo-Young Lee,25,17
Ellen Zegura,30,12
Mark A. Rubin,31,0
George Samaras,27,11
Emmanuel Candes,16,8
Aaron McKenna,4,0
Virgilio Almeida,33,20
Volker Brendel,29,8
Soung Chang Liew,28,20
Peter Wonka,16,8
Michel Couprie,26,18
Yee Whye Teh,16,8
P. Balasubramaniam,23,19
sorin draghici,18,9
Niels Provos,16,6
Marilyn Walker,27,10
Hugh Durrant-Whyte,28,15
Nassir Navab,25,19
Richard Hughey,25,11
Nicolai Meinshausen,10,2
Koen De Bosschere,21,7
Somesh Jha,39,29
Luca Viganò,21,12
Miguel Andrade,23,2
Wei Keat Lim,7,0
Blair Nonnecke,21,13
V Basili,42,22
Jim Greer,26,15
Bob Cottingham,23,3
Bani Mallick,22,4
Helen J. Wang,37,25
Ken Hinckley,19,6
Christopher Kruegel,15,4
Mark Stefik,36,10
Jongwoo Lim,10,5
Arye Nehorai,38,13
Muthuramakrishnan Venkitasubramaniam,8,1
Patrick Olivier,20,14
Fredrik Gunnarsson,16,5
Peter Z. Revesz,25,6
Yizhong Zhang,36,22
Roy Yates,40,21
Kevin Chen-Chuan Chang,31,21
Lora Aroyo,15,5
Jakob Eriksson,10,5
Martin V. Butz,15,3
Peter E. Hart,46,46
Der-Tsai Lee, aka DT Lee,44,9
James Miller,29,11
Rong Zheng,15,4
(Edward) Xishi Huang,34,30
Jinbo Bi,13,5
Ariel Procaccia,9,1
Stefan B. Williams,19,7
Michael S. Warren,26,19
Bruce H. Thomas,30,16
Tuure Tuunanen,11,5
Nan Wang,33,24
Nuria Oliver,17,3
Alex Taylor,15,4
Ola Friman,13,5
Giuseppe Di Battista,28,12
Tanveer Syeda-Mahmood,23,8
Cristian Sminchisescu,13,5
Giuseppe De Giacomo,21,14
Giuseppe De Giacomo,21,14
Gabriel Zachmann,20,11
Carlo Tasso,32,11
Joel Wolf,26,12
Bing Liu,26,16
Dengyong (Denny) Zhou,12,1
Pai H. Chou,22,14
Cailian Chen,37,32
Pedro R. D'Argenio,19,6
Christian Freksa,42,19
Djemel Ziou,25,9
Gareth JF Jones,24,10
Michael Steiner,24,6
Raffaela Mirandola,19,13
Bamshad Mobasher,21,6
Nir Sochen,23,7
Ian Overton,13,3
Kannan Ramchandran,23,12
Joaquim Jorge,24,19
Giuseppe Liotta,23,6
Hart Blanton,18,11
Magnús M. Halldórsson,24,2
Raul Fernandez,39,32
Trupti Joshi,11,7
Zhen Xiao,31,16
Roberto Scopigno,25,9
Elizabeth D. Liddy,27,14
Xunying Liu,34,22
Ana Moreira,25,14
Edward Y. Chang,23,10
Judith Olson,29,15
SS Ravi,33,14
emma hart,16,5
Martina Ziefle,16,9
Neil D. Lawrence,16,7
Margaret Mead,59,37
nenad mladenovic,23,6
nenad mladenovic,23,6
nenad mladenovic,23,6
Leon Bottou,25,9
Min-You Wu,35,23
Michael Jenkin,29,26
Jean-Claude Martin,19,9
Philip Emma,30,7
Karthikeyan Sankaralingam,13,3
Ranjan Mukherjee,24,2
Nikos Paragios,18,4
Alexandre David,14,4
Ellen Yi-Luen Do, 杜宜倫,20,2
David Tschumperlé,12,4
Kristen Grauman,13,4
Matthew Caesar,14,6
Deborah Estrin,32,18
Simon J. Thorpe,35,18
Erhardt Barth,24,0
Ueli Maurer,26,5
Carlos M. Fonseca,23,2
Kiri Wagstaff,16,3
Rajiv Gupta,29,8
Tracey Ho,12,4
Kenneth P. Birman,36,13
Marc'Aurelio Ranzato,9,4
Luis M. Rocha,20,9
Vincent W. Freeh,17,8
m raynal,36,8
Peter Tino,19,1
George Danezis,14,3
Eugenio Moggi,26,7
Jérôme Vouillon,18,14
CS Wallace,47,6
Vivek Sarkar,30,21
Matti Rossi,33,15
Andreas Wilm,9,2
Yoav Raz,37,29
Berk Sunar,16,7
Guy Lemieux,21,11
Christian S. Jensen,24,11
Jiancheng Sun,33,21
Michal Linial,28,14
Brahim Medjahed,14,3
Michael Trick,28,10
Jim S Jimmy Li,26,14
Panos Kalnis,15,8
Zheng Zhang,23,18
Laurie Hendren,27,7
Marco Patella,16,0
Scott Rixner,19,5
Sugato Basu,11,3
Wenjun Hu,9,1
Naveen Garg,20,14
William Stafford Noble,20,13
Wanjun Gu,14,9
Johannes Gehrke,19,3
Iyad Rahwan,13,2
Will Schroeder,26,9
Garth Alan Gibson,29,3
David McAllester,36,32
James Keller,33,12
Rick Kazman,28,21
Manish Gupta,22,9
Liangjun Zhang,35,33
Paul Johannesson,25,8
Adam Siepel,19,12
Dragoș Niculescu,15,4
Torbjørn Rognes,17,10
Bradley J. Lucier,33,12
Pascal Hitzler,17,13
Jon Oberlander,27,8
Mahamed Omran,12,6
Yinan Li, Ph.D.,34,32
Ranjit Jhala,13,1
Patrick Nguyen,15,14
Wingyan Chung, 鍾永仁,34,24
Karol Kruzelecki,4,2
Eric Cosatto,19,10
Itsik Pe'er,19,12
Carl K. Chang,41,30
Eitan Muller,37,14
Ying-ping Chen,16,8
jianfei hu,13,1
Pablo A. Parrilo,20,6
Michael Huang,16,3
Maria Gini,39,24
George C. Polyzos,27,6
John GRANT,41,17
Amir Globerson,13,4
Ahmed E. Hassan,19,9
Elin R. Pedersen,21,0
Phillip Bonacich,45,20
Si Li,36,24
Jorge Lobo,26,5
Jérôme Idier,24,13
Sarv Devaraj,13,3
Michela Spagnuolo,22,15
Dermot Diamond,27,10
Marian Bubak,36,25
Michal Feldman,12,2
Dale Schuurmans,27,12
Oliver Bimber,15,5
Ali Bashashati,11,9
Marc Sauvage,25,21
Eric Rotenberg,18,1
Zhijun Yang,34,28
Gerard Jennhwa Chang,34,16
hideki takayasu,32,8
Xiaofeng Meng,31,27
Jelena Mišić,23,17
Jing Jiang,10,7
Juan E. Tapiador,11,3
John Spletzer,13,1
Philip HW Leong,23,11
Peter Boncz,20,5
Thomas Wilke,23,11
Max Louwerse,15,5
Vaclav Snasel,20,15
T. Yung Kong (Tat Yung Kong),29,4
Bruce Hendrickson,25,7
Joseph Kiniry,17,7
Mike Wu,17,1
Olivier Danvy,27,6
Mila Nikolova,21,13
Stefano Basagni,17,1
Ricardo Graciani Diaz,22,16
Yunyao Li,35,28
Junte Zhang,36,35
Candido Cabo,30,12
Robert M Gray,42,11
Lianggui Liu,32,24
Alan Mycroft,34,4
Sridhar Tayur,25,11
Ian Oppermann,19,11
Fengjun Lv,11,9
Kang-Won Lee,40,27
Robert PW Duin,40,27
Guoliang Xing,14,3
Tomas Lozano-Perez,41,10
C. Alex Buerkle,15,2
Justus Piater,19,10
R Wieringa,28,8
raffaele giancarlo,30,4
Tao Liu,8,2
Stephen Boyd,32,22
Stephen M. Watt,31,8
Anupam Joshi,21,10
Claire Cardie,24,11
Michael Borella,18,7
Hongxun Yao,16,14
Thomas Kühne,20,9
Oege de Moor,20,4
Mumit Khan,42,35
Anthony Finkelstein,30,11
Paris C. Kanellakis 1953-1995,22,12
Henry Prakken,23,11
Jie Wu,38,23
Dennis P. Wall,14,6
Xavier Gandibleux,20,7
Sanjay Jain,27,12
Boyd AS Fowler,20,6
Xiaohui Xie,22,14
Kuo-Liang Chung,40,27
Vinod Vaikuntanathan,10,4
M. Kumar,24,18
Bruce Porter,27,6
Bruce M. McLaren,28,20
edith schonberg,34,15
Peter Scheuermann,40,34
Mark Stevenson,16,6
John N. Carter,38,28
Nicolas T. Courtois,16,5
Antony "Ant" Rowstron,19,6
Casimir A. Kulikowski,47,23
Chao Zhang,33,30
Weisong Shi,26,19
Anatoly Shalyto,40,24
Elwyn Davies,16,0
Leo Joskowicz,27,16
Monika Henzinger,22,7
Alan Burns,37,24
Michael A. Kozuch,20,8
David Millen,29,25
Alan Willner,28,27
Jaideep Srivastava,28,14
Oskar von Stryk,23,1
Olav Egeland,27,10
HW Broer,35,17
Myaeng,29,21
Ichiro Fujinaga,24,15
Byung-Ro Moon,20,11
Rolf P. Würtz,24,3
Ronald R Yager,39,13
Qinghua Hu,21,15
Konstantin Shmakov,20,4
Shaul Markovitch,25,19
Jun Wang,12,4
Mary Jane (Janie) Irwin,36,26
Craig K. Abbey,21,5
Xuhui Huang,11,1
Kathryn B. Laskey,31,0
Marco F. Duarte,11,5
Aron Charles Eklund,12,9
Radhakrishna Achanta,11,7
Rutvik Desai,20,15
Aatos Heikkinen,18,7
Paolo Avesani,23,17
Yoelle Maarek,26,4
Brian Borchers,22,14
Oliver Brock,20,14
Magnus Egerstedt,17,4
Hao Ma,10,4
Yan Lindsay Sun,12,4
Bill White,11,1
Jeffrey Boase,13,9
Mihail Sichitiu,15,9
Dieter Schmalstieg,20,8
T Sharp,19,18
Giorgio Grisetti,14,7
Koen Pauwels,17,12
Sándor P. Fekete,22,12
Urbano Nunes,28,16
Gordon Plotkin,44,11
Maurice Herlihy,34,13
Dennis Shasha,31,13
Andrei Sabelfeld,15,4
Martin Vingron,27,14
Nick Craswell,17,6
Aik Choon Tan,13,4
Marco Gruteser,13,2
Ivan Damgård,26,0
John F. Meyer,47,14
Jong-Deok Choi,27,15
Irina A. Buhimschi,20,1
David F. Bacon,26,7
Hajo A. Reijers,15,8
Steven Alter,40,23
P. Madhusudan,17,7
Andrew C. Myers,28,16
Abdelhak M. Zoubir,24,8
Rafael Dueire Lins,28,10
Xing Jiang,33,23
Philip Woodland,25,6
Anthony Stentz,40,20
Haixu Tang,19,6
Apostol (Paul) Natsev,16,8
Patrick Loughlin,26,16
Lee A. Newberg,25,0
Philip K. Chan,24,18
Fei Sha,15,4
yang gelan,37,33
Asis Nasipuri,24,9
Peter Young,39,20
Theodosios Pavlidis,48,18
Pedro Romero,19,6
Visvanathan Ramesh,23,14
Martin NP Nilsson,29,18
Emily M. Bender,18,3
Gene Yeo,13,3
Krystian Mikolajczyk,15,5
Riccardo Zecchina,22,10
Lin Youzuo,35,22
Ralph Gross,21,12
Yan Jin,24,6
Prade Henri,37,3
John Bowers,30,12
Robert Jäschke,8,0
Heung-No Lee,30,12
Dr. Peter J Snow,35,1
Samir R. Das,36,21
Dwaine Clarke,10,1
Henrique Malvar,33,12
Jong-Shi Pang,38,33
Bruno Crispo,17,9
Wojciech Penczek,27,16
Christine Chevallereau,27,20
Peter W. Tse,20,10
Mohan Krishnamoorthy,21,11
Kirk Martinez,29,21
Ahmed K Sadek,9,5
Frederic Vernier,17,7
Sébastien Roy,40,24
Sankar Kumar Pal,38,17
Ali Mili,36,17
Shengli Zhou,32,21
John Murphy,21,15
Peter Sanders,20,11
Mahmut Reyhanoglu,24,2
Lei Chen,34,25
Natalia Levina,15,6
Salvatore Orlando,31,12
Pearl Pu,27,17
Ehab Al-Shaer,19,9
Jean-Louis Lassez,39,15
Venkatesan Guruswami,17,0
Pan Hui,10,7
Thomas Metzinger,29,19
Han Wen,22,1
TH Tse,32,26
Jeffrey L. Duerk,27,18
Robert DeLine,23,4
Erik Brynjolfsson,26,11
Balázs Kégl,16,12
tuvi etzion,31,16
Claude Samson,34,15
Robin Kay,26,18
Jasha Droppo,18,6
Aron Marchler-Bauer,20,18
Guilin Yang,35,26
Barry Smith,39,32
Mingyao Li,15,11
Corin Yeats,12,2
Renata Teixeira,17,9
Martin P. Robillard,19,7
Mikhail Nesterenko,18,8
Michael Bosse,18,5
Dorian Kcira,19,17
Moritz Diehl,15,3
Philip Klein,29,20
Philip Klein,29,20
Xiao-Jun Zeng,20,17
Hwee Tou Ng,26,13
Sergi Jordà,22,16
Robert Jacob,36,25
Albert W. Cheng,9,5
Daniel Schwabe,37,18
Barchiesi Dominique,22,13
Chun Tung Chou,20,16
Venkat .SKBalagurusamy,22,13
Constantinos Daskalakis,10,5
Shabbir Ahmed,17,8
Jan Willem Klop,38,15
Yilun Chen,35,24
Roberto Di Pietro,12,6
Lisheng XU,36,27
Ayman F Naguib,21,10
Matthew Brown,26,15
Chrysostomos Stylios,18,7
Lutz Prechelt,22,2
Robert C. Miller,37,29
Frank Vernon,36,9
Luigi Portinale,23,10
Carlo Ghezzi,39,27
Timothy Ruchti,21,10
Yang Liu,24,16
Marc Langheinrich,18,4
Alessandro Bartoloni,21,19
Vijay Janapa Reddi,10,1
Thomas Brox,13,3
Nikhil J Joshi,10,4
Gabriela Csurka,20,10
I. Pitas,31,7
Srboljub M. Mijailovich,21,10
Shijie Zhang,35,16
David Eppstein,29,13
Guy Blelloch,28,4
Rudolf Kruse,32,17
Bixin Li,34,29
Timothy Baldwin,17,5
Peter O'Hearn,25,12
Ahmed Elgammal,15,1
Vojin G. Oklobdzija,30,17
Michael J. Freedman,14,2
Troy W. Whitfield,13,11
Sarmad Hussain,38,29
Christian Barillot,30,13
Leo Breiman 1928-2005,48,42
Abraham P. Punnen,26,14
Uwe Zdun,15,6
Richard Vaughan,17,6
Frederic Jurie,23,19
Ching-Long Lin,30,21
Akbar M Sayeed,32,20
James Caverlee,11,7
Adnan Darwiche,26,9
Dean Foster,28,4
Karolos Grigoriadis,25,8
Shigeyoshi Tsutsui,27,18
Bingsheng He,11,4
Elad Hazan,10,7
Martin Berzins,34,10
Rujie Liu,37,26
Yair Weiss,23,12
Ali Ghorbani,21,16
Amelia Regan,20,7
Nirwan Ansari,25,17
Ling Liu,36,26
Dan Steinberg,36,11
Aldo Gangemi,24,12
Olivier Couronne,7,3
Jalal Fadili,18,5
Richard Snodgrass,32,5
sharath pankanti,21,6
Qian Zhang,14,8
Jaime Sánchez,23,10
Cristina Videira Lopes,22,5
Joachim Hertzberg,28,17
Erik G. Ström,21,3
Vivek Anantharaman,14,4
Steve Hodges,19,17
Soura Dasgupta,31,4
Daniel Stutzbach,8,2
piek vossen,25,9
Bryan Stiles,21,14
Gene Tsudik,25,9
Jörg Ott,20,15
Nikos Vlassis,18,7
Gamini Dissanayake,17,4
Merrill Warkentin,31,27
James Scott,15,8
John A. Boyle,31,3
Martin Pelikan,19,10
TB Kepler,22,9
Sanguthevar Rajasekaran,29,18
Jonathan I. Maletic,24,13
Liviu IFTODE,20,2
Riccardo Torlone,25,9
Javier Movellan,27,15
Israel Cidon,29,20
Paris Smaragdis,18,2
Richard Hughey,25,11
James W. Davis,40,28
Nina Taft,14,2
Mihaela Pertea,14,2
Ron Kimmel,31,14
Bill Byrne,28,8
Manuela M. Veloso,26,10
Dawn Tilbury,22,12
Wray Buntine,28,5
Hlaing Minn,13,3
Isabelle Guyon,29,7
Thomas P. Moran,45,15
Janos Csirik,42,37
BJ Nelson,27,22
Shuzhong Zhang,26,21
D. Richard (Rick) Kuhn,28,15
Andreas Butz,20,15
Cei Abreu-Goodger,11,4
Daniel Hissel,17,12
Karthik Ramani,24,15
Gordon Erlebacher,35,15
Cornelis van Rijsbergen,42,10
Martin Dawes,30,20
Harald Søndergaard,28,4
Rayid Ghani,13,0
Olaya García-Rodríguez,10,0
Swagatam Das,19,16
Vijay Kumar,41,29
Yue Wang,36,25
Rickard Karlsson,14,2
Jose Manuel Molina López,40,29
M.Ahmadi,38,15
Kenneth Salem,28,1
P. Jonathon Phillips,20,9
Luis Rodero-Merino,11,5
Amnon Shashua,25,0
Dan Morris,14,10
David Evans,20,10
Yale Patt,47,39
Darren De Zeeuw,22,8
Bruce Shepherd,28,17
Wald Lucien,35,18
Susan Gauch,26,16
Mary Hall,25,7
DeLiang Wang,27,18
Allen Taflove,38,25
Yiran Chen,14,9
Adam Wierman,12,11
Clement Atzberger,23,15
Sanjeev Khanna,33,20
Lijun Yin,21,12
Jogesh K. Muppala,25,0
Eyal de Lara,14,6
Jacob Benesty,25,19
Clive Baldock,24,20
Alfonso Fuggetta,26,10
Anand Rangarajan,29,18
Ravi Ramamoorthi,17,4
Stratos Pistikopoulos,26,14
Yannis Kotidis,16,4
Hisashi Kashima,13,2
Jian-Tao Sun,8,1
Jakob Eyvind Bardram,20,11
Roberto Brunelli,20,4
Shailesh Kumar Singh,42,31
Ron van Schyndel,21,1
Peter Gorm Larsen,26,10
Eran Halperin,16,7
Gilbert Laporte,38,16
Antonija Mitrovic,21,6
Toshiaki Fujii,35,30
Koen Langendoen,26,15
Erik Stolterman,25,15
Giuseppe Carenini,24,15
Francisco Melo,37,23
Ojelanki Ngwenyama,25,8
Stephen Pulman,36,22
Ted Dunning,24,5
Zhongmin Wang,34,27
Alfred C. Weaver,38,16
Vipin Singh,44,24
Thomas F. Gordon,29,8
Serge Haddad,27,6
Michel Valstar,10,1
Alper Yilmaz, PhD,14,6
Thrasyvoulos Spyropoulos,12,3
Demetri Terzopoulos,33,8
Parameswaran Ramanathan,36,24
Marc Shapiro,34,25
John Power,26,7
Michael Kifer,29,11
Jong Chul Ye,24,19
Ryan E. Mills,11,7
Simone Melchionna, PhD,21,0
Bao-Liang Lu (吕宝粮),22,6
Xiaojin Zhu,21,11
Elaine Weyuker,34,6
Hakan Hacigumus,12,0
Le Thi Hoai An,20,4
Beth Plale,19,10
Silvana Castano,23,4
Pierre Hansen,45,28
Derek Chiang,14,8
Yihong Gong,29,23
Keshab K. Parhi,28,21
Audris Mockus,24,12
Yves Lesperance,34,17
kazuo iwama,37,25
Alan Wee-Chung Liew,20,9
Joel Rodrigues,25,21
Andrew T. Campbell,26,15
Gerald Davis,24,1
Benjamin Zorn,28,21
JIMING CHEN,12,6
Anuj Srivastava,37,27
Ozgur B. Akan,12,1
Gerard Salton (1927-1995),44,24
Marios Savvides,14,4
Fabrice Neyret,19,4
Jose Moreira,25,14
Graeme Dandy,38,24
Grace Wahba,49,25
Mark S. Miller,27,11
Tony Lindeberg,27,6
Yizhou Yu,18,3
Andrea Bulgarelli,15,0
Douglas Kell,38,24
Vijay Raghunathan,14,2
Nikil Dutt,26,4
Hsien-Hsin Sean Lee,28,24
Brian M Sadler,29,22
Rania Khalaf,13,2
Fabrizio Sebastiani,28,16
Gildas Avoine,18,9
Kave Salamatian,17,5
Michael L. Overton,39,23
Erzsébet Csuhaj-Varjú,28,8
Norman W. Paton,25,11
Eric Bylaska,19,16
Peter Corke,25,7
Siddhartha Srinivasa,14,10
Marco Gori,31,16
Fuchun Peng,12,5
Zhong Wang,13,8
Allen S. Lee,32,7
Stephanie Forrest,37,17
Stephanie Forrest,37,17
Michael Factor,25,11
Barbara Hammer,18,6
Howard Litwin,37,24
Michael Weiner,21,7
Alan Reifman,27,13
Kalle Åström,23,6
Dan Lenoski,21,2
Scott Leutenegger,23,12
Jingyue li,30,23
Xuedan Zhang,36,25
Ignacio M. Llorente,17,13
Christophe Giraud-Carrier,21,7
Giuseppe Castagna,22,11
Douglas Reeves,27,15
Alex Primo,20,12
Paritosh Pandya,26,0
Mauro Barni,23,10
Osamu Hasegawa, Dr.Eng.,24,11
June Zhang,33,31
Luis del Peso,20,3
Wojciech Rytter,41,21
Narendra Ahuja,38,26
SVN Vishwanathan,14,4
Ajay Kshemkalyani,25,16
Hongli Xu,36,28
Anis Koubâa,12,4
Young-Bae Ko,17,3
Christopher L Vaughan,32,12
Claudio Mattiussi,14,11
Carolyn Penstein Rose,21,8
Daniel R. Mestre,28,8
Philip Dutré,21,10
Kay Chen Tan,27,14
Moeness G. Amin,32,15
Yanjun Ma,34,26
Svyatoslav Voloshynovskiy ,20,6
Xingquan (Hill) Zhu,27,13
Alan S. Willsky,42,11
Kamesh Munagala,14,4
Wendy Mackay,28,17
Elizabeth Broadbent,13,5
Tal Mor,19,5
John R. Gilbert,39,24
Eric Klavins,16,9
Richard H. Scheuermann,31,24
James Irving,14,2
Andrea Goldsmith,22,13
Chris L. de Korte,21,10
Anne Rozinat,10,6
Heung-No Lee,30,12
Azah Mohamed,35,15
Geoffrey Hinton,38,10
Xinbing Wang (王新兵),33,28
Shaogang Gong,34,29
Alberto Bemporad,20,5
Jyh-Cheng Chen,37,24
junichi tsujii,39,28
Patrick Hayes,42,0
Yalin Wang,35,25
Stephen Neely,35,1
Massimiliano Di Penta,20,11
Dr.Yide Ma,34,19
Eleazar Eskin,16,7
Chris Jones,38,22
Robert Cordery,30,30
Peter Fritzson,32,28
Rita Shaknovich,22,7
Eric L.  Schwartz,39,4
Xinyuan Wang,35,22
Steve Harrison,23,7
William Dally,29,17
Olivier Bonaventure,22,20
Petros Maniatis,25,23
Carlos Cotta,19,9
Martin Höst,19,5
Min-Ling Zhang,11,5
Andrew Johnson,39,25
Henry Hoffmann,13,1
Lidia Mangu,17,3
Alberto Montresor,19,10
Liqun Chen,19,9
Craig Saunders,15,4
Veli Mäkinen,14,7
Gonzalo Pajares,19,9
Michael Hicks,18,6
Anne Wade,27,17
giuseppe bianchi,22,8
Florian Markowetz,10,9
Kai Ming Ting,19,17
Sadiq M. Sait,28,13
Gavin Holland,18,7
Oscar Cordon,20,7
Marco Antonio Casanova,35,5
pacey foster,14,4
Edward James Anderson,36,9
Walter F. Tichy,35,6
Paul Purdom,45,31
Larry Wasserman,28,18
Douglas Thain,14,5
Joseph Heled,6,3
Roberto Baldoni,20,15
Ruth Rosenholtz,24,2
Dr. Joe Guerci,23,12
Adam Gustafson,7,1
Soraia Raupp Musse,19,7
Richard Szeliski,33,21
Yonghui Li,13,9
Ram Samudrala,19,10
Chita R. Das,40,30
Anujan Varma,25,14
Olga Troyanskaya,13,0
Ajay Royyuru,28,15
Norbert Fuhr,30,17
Philip Schniter,21,12
gamal hady,37,2
Andrew Singer,21,10
George Demiris,15,5
Anmol Sheth,12,12
Terry (Terrence) Fong,24,13
Shay Kutten,30,9
Lucia Specia,12,10
Sven Kreiss,6,4
